1,"Endlich mal ein Wecker , der das macht , was er soll . Wecken . Super Einstellungsmöglichkeiten . Top !"
1,As of 06 dec 2013 : very happy and reliable but requires STAMINA MODE to be turned off
1,Also der Wecker ist echt toll :-) man starten gut in Tag
0,"Technisch GENIAL ;) über Design kann man sich ja bekanntlich streiten , aber ist übersichtlich :)"
1,Funktioniert alles Top weiter zu empfehlen glaubt mir lad es euch herunter ist eine sehr gute App was will man mehr beesste Wecker
0,"Funktioniert auf beiden Geräten nicht vollständig : HTC One & Sony Tablet S , Widget ist ein Witz ! Geld Erstatten hat auch nicht funktioniert = Beschiss ! Support meldet sich nach 2 Anfragen immer noch nicht . Bloß nicht für die App bezahlen ! ! ! Ich schließe mich VOLL & GANZ dem Kommentar : Edmund Zuwulfsoon 2.Oktober 2013 an . Mich wundern die vielen positiven Bewertungen , alles brave Schäfchen , oder teilweise aus dem Umfeld des Anbieters ..."
0,"Über die Benachrichtigung "" anstehender Weckruf "" kann man streiten , das es aber keine Erweiterung für Android Wear gibt ist schlecht . Funktionen die gesteuert werden könnten wie Alarm , Stoppuhr , Timer hat die App ja eigentlich ..."
1,Dank der mathematischen Aufgaben ist das verschlafen Gott sei dank passé 😊
1,Hat viele Möglichkeiten um einfach alles einzustellen . So macht Aufwachen wieder Spaß .
1,Ist echt super man wacht seht sanft auf mach weiter so
1,"Einige appeigene sounds könnten vielleicht noch integriert werden . Polizeisirenen , Nuklearalarm o . Ä. Man muss aber sagen er erfüllt seinen Job sehr gut"
1,"Leider wird bei mir das Weckersymbol seit dem Update überhaupt nicht mehr in der Statusleiste angezeigt . Bitte um Behebung , danke"
1,Dieser Wecker ist in der kurzfassung schon mit haufenweise funktionen ausgestattet . Für leute die wissen wie man das bedient sicherlich interessant : -
1,Nach dem gestrigen Update hatte ich echt Angst um diese perfekte App . Aber heute wurde nochmals nachgelegt . 5 . Sterne . Danke für diese App . Macht echt Spass
1,Dieser Wecker ist der beste den ich je zu Gesicht bekommen habe !
1,.. klappt alles prima . Das wunderbare Uhrendesing wäre allerdings ein Widget wert . Vielleicht könnte das mal separat berücksichtigt werden . Vielen Dank :-)
0,Ein Wecker ist nur gut wenn man sich auf ihn verlassen kann .
0,"Optisch ja sehr ansprechend , aber warum beginnt der Wecker schon eine halbe Stunde vor der eingestellten Zeit ? Das ist doch Unsinn , zumal es nicht einstellbar ist ."
1,"Der beste , zuverlässigste wecker für android . Geile funktionen . LG Optimus Speed"
1,"ansich ist die App grandios , Problem ist nur wenn ich beim ausgelösten Wecker den Ton weg schalte , ging es in der vorherigen Version so , das sich der Ton wieder eingeschaltet hat . Tut er aber nicht mehr . Toll wäre es wenn man eine Funktion einbauen könnten , unter Einstellungen oder so , wo man diese Art "" Stumm schalten "" deaktivieren könnte . Wenn das passiert , gibt es auch wieder 5 Sterne"
1,Was er kann kann er gut aber man könnte noch ein paar gimmicks einbauen . Z.b . einen button der die restlichen alarme des tages ausschaltet oder eine funktion mit der sich mehrere wecker gleichzeitig z.b. um ne stunde versetzen lassen .
1,Einfach eine gute und vertrauenswürdige App die hält was sie verspricht . Zuverlässiger Wecker mit Standard Features - läuft
1,"Am Design könnte man etwas arbeiten , evtl. ruhiger und angenehmer gestalten , aber von der Funktion her bin ich vollkommen zufrieden . Man kann vieles individuell einstellen , z.B. die Schwierigkeit der Rechenaufgaben . Bei anderen Weckern-Apps gibt es Rechenaufgaben wie 44x67 .. so etwas will ich mir zumindest nicht am Morgen geben um einen Wecker auszuschalten .."
1,"Insgesamt sehr zufrieden , wenn ich die App jetzt noch mit einem klick auf das Uhr widget starten könnte und meine eigenen wecktöne einstellen könnte wäre es Perfekt !"
1,Der Wecker hat mich bis jetzt nicht im Stich gelassen und das neue aussehen ist auch sehr schön .
0,"Vor dem Update fand ich den Wecker richtig super und hätte auch 5 Sterne vergeben , aber jetzt ist der Timer komisch , vorher hat der auch immer angezeigt , wenn eine zeit eingestellt habe , um welche Uhrzeit der dann klingelt , jetzt läuft der Timer auch einfach weiter und der Timer wird dann so gespeichert , man muss immer wieder löschen und neu einstellen - einfach nur umständlich . Dazu öffnet der Wecker immer einen neuen wecker wenn ich das Programm öffne , als ob ich jedes mal einen neuen Wecker erstellenwil"
0,Timely wurde angehalten ... warum lässt sich die App bei mir nicht öffnen ?
1,"Auch , oder vielleicht gerade , auf dem Tablet .... Bisher "" Wave Alarm "" benutzt war okay , aber mit "" Timely "" gefunden , was ich nicht zu suchen wagte - und dann noch kostenlos ! Wäre mir einige Euros wert . Damit sollte alles gesagt sein ..."
1,Dieser Wecker ist perfekt für Leute mit tiefen Schlaf da diese sehr viele Möglichkeiten bietet und dazu noch eine kurze ausführliche Beschreibung zu jeder Option . Dieser Wecker lädt zum spielen ein . Man kann tolle Dinge einstellen und ausprobieren um gut in den Tag zu starten . Ein paar mehr Aufgaben für den leichten einschläfer aber ist schon im großen und ganzen gut . Ich kann die App jedem Empfehlen .
1,dem letztem Update gibt es keine Anzeige der eingestellten Weckzeit mehr in der Notification Bar . Schade . Sonst super .
1,"Ich bedanke mich sehr , Dank Ihnen kann ich nun selbst aufstehen & lt;3 * * * * *"
1,"Das mit dem Licht ist zwar im Sommer bisschen hinfällig , aber der Ton werkt mich sehr sanft :)"
1,Ich finde die App voll cool und mein Kumpel benutzt die auch er sagt das die anderen bei ihm abstürzen und diese nicht . :-)
0,"Da der Magnetschalter an meinem Nexus 7 den Wecker ohne Alarmton direkt in den Snooze-Modus stellt ist damit das Verschlafen damit ziemlich sicher . UI könnte gern auch ein Update bekommen . Bis zur Verbesserung galt mal das folgende : Nutze den Wecker jetzt schon seit mehreren Jahren , und bin grundsätzlich rundum zufrieden , weswegen ich die App absolut empfehle . Einzig das UI ist doch etwas wenig übersichtlich ."
0,"Der Wecker zog , auch ohne aktiviert zu sein , ziemlich am Akku . Viele Wakelocks ."
0,Stromfresser ( zumindest bei meinem Galaxy S2 ) ! Akku war innerhalb kürzester Zeit leer . Ich habe die App dann sofort wieder gelöscht und kann daher keine Aussage zu den restlichen Funktionen machen .
0,Obacht ! ! Ein Klick auf die falsche Stelle und schon habt ihr ein Abo von 5 € abgeschlossen ! Ganz mies !
1,"... ein ziemlicher Ressourcenfresser ! Wäre schön , wenn die App etwas kleiner und perfomanter ausfallen würde ."
1,"Bin voll zufrieden Top ! ! ! Habe nicht 's auszusetzen , will auch garnig erst andere ausprobieren ... Lohnt sich auf jedenfall !"
0,lwys changes back to standard . After pressing turn off alarm keeps on ringing until reboot . Not gentle
1,"Der Wecker erfüllt nicht nur seinen Zweck besser als viele Konkurrenten , die zahlreichen detaillierten Optionen sind fantastisch . Danke für diese App !"
1,"Lieber Fabian , vielen Dank für deine tolle Arbeit ! Die Softwarr funktioniert perfekt auf allen getesteten Geräten und ist eine gute Hilfe :)"
1,"Nutze Alarmdroid schon seit mehreren Jahren , und mir ist gerade aufgefallen , dass ich noch keine Bewertung geschrieben habe . Tolle Weckerapp mit riesigem Funktionsumfang . Klare Empfehlung . Nur das Design könnte mal wieder überarbeitet werden ."
1,Sehr übersichtlich und selbsterklärend - umfangreiche Funktionen - funktioniert einwandfrei und macht was sie soll ! Und das auch noch kostenlos ! Absolut Top ! ! !
