1,"Невероятен!!! Ако искате да гледате нещо нестандартно, не се двоумете - това е филмът за вас ;))"
1,Много добре направен :)
1,Определено най-добрият Хобит!
1,"Муден старт, но нататък е хубав, ненатоварващ и приятен!"
1,Невероятна поредица.
1,"Хобит, властелинът, просто невероятен филм, със нетърпение чакам последната част!"
1,Страхотен филм!
1,Добър филм.
1,"Повече приказка от колкото екшън, но също така грабващ вниманието като ""Властелинът на пръстените"""
1,Пет звезди са му малко - заслужава поне още толкова :)
1,Невероятен филм. Гледахме го два пъти с детето и пак бихме го гледали.
1,Много приятен филм :))
0,Доста по-зле от Полунощ в Париж.
0,"Леко абсурден, но много протяжен и дори скучен..."
1,Харесвам
0,ИСКАМ СИ ПАРИТЕ ОБРАТНО!
1,Страхотен филм!
1,Вечна българска класика!
1,Необикновен
1,Страхотна комедия!!! Заслужава си
1,ТЕ ТОВА Е ФИЛМ!
1,"Страхотен! Честно казано, не очаквах толкова добър филм. Тарантино отново показа, че е номер 1! Горещо препоръчвам ;)"
1,ЗАСЛУЖАВА СИ!
1,ЗАСЛУЖАВА СИ!
0,ИСКАМ СИ ПАРИТЕ ОБРАТНО!
1,ЗАСЛУЖАВА СИ!
1,ЗАСЛУЖАВА СИ!
1,ЗАСЛУЖАВА СИ!
1,ТЕ ТОВА Е ФИЛМ!
1,Останах много приятно изненадан от филма.
1,"Браво на сърбите, прекрасен филм. Дано да го гледат повече хора!"
1,ТЕ ТОВА Е ФИЛМ!
1,Хубав филм наистина. И поучителен.
1,Много хубав филм :)
1,"Уникални диалози и спиращи дъха гледки, много хумор и изключителна актьорска игра"
0,"НЕ СТАВА САМО С ПАРИ, ТРЯБВА И ЗАМИСЪЛ..."
0,Нищо особено...
1,Много добър. Заслужава си определено. Много добра актьорска игра на Дензъл Уошингтън. Определено заслужаваше Оскар.
1,ЗАСЛУЖАВА СИ!
1,Страхотна комедия
1,Разтоварващ
0,Прекалено детски
1,"Много весела комедия, заслужава си да се гледа :)"
1,ТЕ ТОВА Е ФИЛМ!
1,ТЕ ТОВА Е ФИЛМ!
1,ЗАСЛУЖАВА СИ!
1,ЗАСЛУЖАВА СИ!
1,Хареса ми версията. Различно поднесена класика...
1,"Невероятна екранизация, пренася зрителите в света на героите по подобаващо успешен начин!"
0,"НЕ СТАВА САМО С ПАРИ, ТРЯБВА И ЗАМИСЪЛ..."
1,За любителите на ексцентричността филмът е страхотен!
1,Шедьовър!
1,Силно завръщане на фон Трота!
1,Няма нужда от коментар!Класика!
1,Браво! Страшен!
0,Един Руши и една визия. С това се изчерпва хубавото на иначе объркания опит за комедия в тоталитарен сетинг.
1,Много добър Руши!
1,"Браво, поредният хубав български филм!"
1,"Страхотно описание на всички злочести, но индивидуални и силни страни и слабости на балканския нрав"
1,Филм за ценители!
1,Перфектен!Номиниран за Оскар за чуждоезичен филм никак случайно!
