1,ממש כואב . . . . . אני בוכה עם המשפחה שלא תדעו עוד צער
1,איש יקר שלנו
1,כל הכבוד והמון בהצלחה
1,"תל חי , רובי . בכל העצב הזה היית קרן אור של תקוה . אכן יש נשיא בישראל"
1,נקי כפיים ובר לבב בהצלחה לך ולנו .
1,רובי חג שמח והצלחה בבחירות לנשיאות .
1,הנשיא לא נותן יד . דיי להתלהמות אפשר להביע דיעה ולהתנגד אך לא פיזית . זו הבחירה שלה להנשא למוסלמי . נאחל לה הצלחה !
1,כבוד הנשיא אין מתאים ממך בעולם מלהיות נשיא מדינת ישראל עם ישראל אוהב אותך והקב ׳ ה אוהב אותך ואתה דוגמה ומופת לכל אדם באשר הוא אני מאחל לך אושר עושר ובריאות איתנה עד 120 ועוד
1,"כל הכבוד לך אדוני הנשיא כאיש ימין דווקא , אני חושב שאהבה תנצח ."
1,בהצלחה אדוני הנשיא
1,"דרך צלחה בים סוער ! ! ! מאמינה שתמשיך לנהוג כפי שנהגת בהיותך יו ״ ר הכנסת , ביושרה ובליברליות נאורה , ובמנותק מן הביצה הפוליטית . . ."
1,מגיע לך ! ! ! !
1,אמן
1,"ווא מרגש ! בעזרת ה ׳ , , נשיא מדינת ישראל ! !"
1,בהצלחה
1,אדוני הנשיא . אם הדמוקרטיה ועתיד הדו קיום חשובים לך עשה מעשה ולך להיות אורח של כבוד בחתונה הזאת .
1,אם יש מישהו שמגיעה לו זה אתה . . בהצלחה
1,"עם התגובות שנכתבות פה , יש לך הרבה עבודה לעשות בתור נשיא , בהצלחה !"
1,רובי . . . בדיחה אחת בשבוע . . . עם ישראל זקוק לחיוך מידי פעם .
1,"כבוד הנשיא , כל הכבוד , אני תומך בכל מילה שלך ."
1,ישר כוח כבוד הנשיא .
1,"יהי זכרו ברוך , כמה עצוב"
1,בהצלחה ! ! !
1,נשיא ללא נסיעות
1,אדוני הנשיא מקווה שתשקול לחון את מר קצב אני בטוח ומאמין שלא עשה כדברים האלה גם אם בית משפט קבע שאשם גם שופט יכל לטעות המון אנשים ישבו ויושבים ללא עוול ופשע
1,"כל כך שמחה שנעשתה הבחירה הנכונה , רובי ריבלין אתה האדם הכי מתאים לתפקיד נשיא המדינה של מדינת עשראל הצניעות הטוב והרגישות ניכרים על פנייך באופן ברור , בהצלחה רבה ! ! ! !"
1,"תודה כבודו , זהו חלום של כולנו . תודה לך שהבעת אותו בשמנו ותודה לבתי המקסימה שהביאה כאן את דבריך ."
1,מאחורי כל גבר מצליח יש אישה אוהבת ותומכת !
1,"יישר כח ! מוסיף כבוד למוסד הנשיאות ולכבודה המתכרסם של מדינת ישראל , באמירה ברורה , חזקה וחד משמעית כנגד הגזענות . לא רק ז'בוטינסקי קידם אמת מוסרית זו , אלא כך אנו קוראים גם בספר בראשית : "" זֶה סֵפֶר תּוֹלְדֹת אָדָם "" "" - בְּיוֹם בְּרֹא אֱלֹהִים אָדָם , בִּדְמוּת אֱלֹהִים עָשָׂה אֹתוֹ , ב זָכָר וּנְקֵבָה בְּרָאָם ; וַיְבָרֶךְ אֹתָם , וַיִּקְרָא אֶת - שְׁמָם אָדָם בְּיוֹם הִבָּרְאָם "" "" . """
1,האיש הנכון במק לעם ישראל טוב לירושלים סוף סוף ום הנכון טוב
1,"יש לך חיוך שכובש את כל מדינת ישראל , כבוד הנשיא ."
1,נשיא מדינת ישראל כלבבי . יישר כוח ! !
1,"מילים כדורבנות ! גאים בך , רובי ! נשיא מדינת ישראל !"
