0,안씨의 남편 김정회 씨는 아내의 생명을 되찾을 수 있게 해 준 고마움을 갚기 위해 자신의 신장을 다른 환자에게 주기로 했다 .
0,"조직검사 결과 , 김씨의 신장은 신장 이식을 바라는 사람들 가운데 10 년째 신장병을 앓고 있는 이현태 씨에게 이식하기 적합한 것으로 판명됐다 ."
0,"혈압 강하제와 이뇨제 등의 약물 치료를 해오면서 고통을 받아오던 이씨에게 김씨는 "" 나도 신장을 떼어준 고마운 사람을 만나 아내의 목숨을 건지게 됐다 "" 고 말했다 ."
0,"이번에는 이씨의 부인 임양임 씨가 자신의 신장을 기증하겠다고 나섰고 , 장기기증 운동본부는 수소문 끝에 경북 영천에 사는 이재화 양 ( 20 ) 에게 수술해 주기로 했다 ."
0,"국민학교 4 학년때부터 신장병을 앓아 온 이양은 날품파는 어머니의 수입에 의존 , 근근이 생활을 해오다 작년 12 월 , 새로운 콩팥을 받지 않으면 생명을 부지하기 힘들다는 진단을 받았었다 ."
0,이양은 영천 지역의 사회단체들과 군청이 1 천 4 백여만원의 성금을 모아 수술비를 마련했지만 신장을 기증할 사람이 없어 수술을 못 받고 있던 처지였다 .
0,5 일 안씨의 신장 이식 수술이 끝나고 나면 이현태 씨와 이재화 양의 수술은 10 일과 12 일에 각각 있을 예정이다 .
0,"자신의 몸을 남에게 내어주는 ` 큰 사랑 ' 으로 이어진 이들 부부들은 "" 아직도 고통받는 신장병 환자들이 많다 "" 며 "" 사랑의 장기기증운동이 확산되어 건강한 삶을 되찾는 사람들이 더 늘어나길 바란다 "" 고 입을 모았다 ."
1,"아내가 받은 신장 남편이 "" 보은 "" /"
1,"콩팥 연쇄 기증 "" 사랑의 고리 """
1,"40 대 주부가 "" 첫 헌신 "" /"
1,한 가정주부가 오랫 동안 신장병을 앓아 온 사람에게 신장 한 쪽을 기증키로 했다 .
1,"그러자 새 생명을 찾게 된 환자의 남편이 자신의 신장을 남자 신장병 환자에게 주기로 했고 , 이번에는 이 환자의 아내가 장기를 다른 사람에게 주겠다고 나섰다 ."
1,"그러자 새 생명을 찾게 된 환자의 남편이 자신의 신장을 남자 신장병 환자에게 주기로 했고 , 이번에는 이 환자의 아내가 장기를 다른 사람에게 주겠다고 나섰다 ."
1,"그러자 새 생명을 찾게 된 환자의 남편이 자신의 신장을 남자 신장병 환자에게 주기로 했고 , 이번에는 이 환자의 아내가 장기를 다른 사람에게 주겠다고 나섰다 ."
1,"이렇게 해서 3 명이 새 삶을 찾는 모두 6 개의 ` 사랑의 고리 ' 가 엮어졌고 , 그 중 5 명이 첫 환자인 안현숙 씨 ( 38 · 여 ) 의 수술을 하루 앞둔 4 일 오전 11 시 한양대병원에서 처음으로 한 자리에 모였다 ."
1,"이날 생명 사슬의 첫 고리를 만들어 낸 허정자 씨 ( 49 · 여 ) 가 기증한 신장을 떼내기 위해 입원해 있는 한양대병원 2105 호실을 찾은 안씨와 안씨의 남편 김정회 씨 ( 42 ) , 김씨로부터 신장을 받게 된 이현태 씨 ( 53 ) 와 부인 임양임 씨 ( 52 ) 는 허씨의 이웃 사랑에 고마움을 전했다 ."
1,"이날 생명 사슬의 첫 고리를 만들어 낸 허정자 씨 ( 49 · 여 ) 가 기증한 신장을 떼내기 위해 입원해 있는 한양대병원 2105 호실을 찾은 안씨와 안씨의 남편 김정회 씨 ( 42 ) , 김씨로부터 신장을 받게 된 이현태 씨 ( 53 ) 와 부인 임양임 씨 ( 52 ) 는 허씨의 이웃 사랑에 고마움을 전했다 ."
1,""" 별로 대단한 일도 아닌데 이렇게 찾아오시면 제가 오히려 부끄러워 집니다 . """
1,""" 별로 대단한 일도 아닌데 이렇게 찾아오시면 제가 오히려 부끄러워 집니다 . """
1,""" 별로 대단한 일도 아닌데 이렇게 찾아오시면 제가 오히려 부끄러워 집니다 . """
1,""" 별로 대단한 일도 아닌데 이렇게 찾아오시면 제가 오히려 부끄러워 집니다 . """
0,""" 별로 대단한 일도 아닌데 이렇게 찾아오시면 제가 오히려 부끄러워 집니다 . """
0,""" 별로 대단한 일도 아닌데 이렇게 찾아오시면 제가 오히려 부끄러워 집니다 . """
1,Q2 아주머니 덕분에 저희들이 새로운 삶을 살 수 있게 되었습니다 .
1,Q2 아주머니 덕분에 저희들이 새로운 삶을 살 수 있게 되었습니다 .
1,Q3 정말 감사합니다 .
1,Q3 정말 감사합니다 .
1,서로의 안부를 묻고 난 뒤 이들은 손을 맞잡고 안씨의 신장 이식 수술이 성공적으로 끝날 수 있도록 기도했다 .
1,서로의 안부를 묻고 난 뒤 이들은 손을 맞잡고 안씨의 신장 이식 수술이 성공적으로 끝날 수 있도록 기도했다 .
1,서로의 안부를 묻고 난 뒤 이들은 손을 맞잡고 안씨의 신장 이식 수술이 성공적으로 끝날 수 있도록 기도했다 .
1,오랜 투병 생활로 혈액 투석을 받아 온 안씨와 이씨의 손목에는 10 ㎝ 가량의 수술자국이 나 있어 그 동안의 고통을 말해 주고 있었다 .
1,"허씨는 "" 그저 남을 돕고 싶었을 뿐 "" 이라고 말해 안씨 부부를 감동시켰다 ."
1,"허씨는 "" 그저 남을 돕고 싶었을 뿐 "" 이라고 말해 안씨 부부를 감동시켰다 ."
1,"허씨는 "" 그저 남을 돕고 싶었을 뿐 "" 이라고 말해 안씨 부부를 감동시켰다 ."
1,"허씨는 "" 그저 남을 돕고 싶었을 뿐 "" 이라고 말해 안씨 부부를 감동시켰다 ."
1,안씨의 남편 김정회 씨는 아내의 생명을 되찾을 수 있게 해 준 고마움을 갚기 위해 자신의 신장을 다른 환자에게 주기로 했다 .
1,안씨의 남편 김정회 씨는 아내의 생명을 되찾을 수 있게 해 준 고마움을 갚기 위해 자신의 신장을 다른 환자에게 주기로 했다 .
1,안씨의 남편 김정회 씨는 아내의 생명을 되찾을 수 있게 해 준 고마움을 갚기 위해 자신의 신장을 다른 환자에게 주기로 했다 .
1,"조직검사 결과 , 김씨의 신장은 신장 이식을 바라는 사람들 가운데 10 년째 신장병을 앓고 있는 이현태 씨에게 이식하기 적합한 것으로 판명됐다 ."
1,당신집 거실천장의 화재감지기는 혹시 ` 먹통 ' 이 아닌가 ?
1,"조직검사 결과 , 김씨의 신장은 신장 이식을 바라는 사람들 가운데 10 년째 신장병을 앓고 있는 이현태 씨에게 이식하기 적합한 것으로 판명됐다 ."
1,"혈압 강하제와 이뇨제 등의 약물 치료를 해오면서 고통을 받아오던 이씨에게 김씨는 "" 나도 신장을 떼어준 고마운 사람을 만나 아내의 목숨을 건지게 됐다 "" 고 말했다 ."
1,"혈압 강하제와 이뇨제 등의 약물 치료를 해오면서 고통을 받아오던 이씨에게 김씨는 "" 나도 신장을 떼어준 고마운 사람을 만나 아내의 목숨을 건지게 됐다 "" 고 말했다 ."
1,"혈압 강하제와 이뇨제 등의 약물 치료를 해오면서 고통을 받아오던 이씨에게 김씨는 "" 나도 신장을 떼어준 고마운 사람을 만나 아내의 목숨을 건지게 됐다 "" 고 말했다 ."
1,"이번에는 이씨의 부인 임양임 씨가 자신의 신장을 기증하겠다고 나섰고 , 장기기증 운동본부는 수소문 끝에 경북 영천에 사는 이재화 양 ( 20 ) 에게 수술해 주기로 했다 ."
1,"이번에는 이씨의 부인 임양임 씨가 자신의 신장을 기증하겠다고 나섰고 , 장기기증 운동본부는 수소문 끝에 경북 영천에 사는 이재화 양 ( 20 ) 에게 수술해 주기로 했다 ."
1,집안에 설치된 화재감지기가 작동불량이라면 휴가를 떠난 뒤 비워둘 집은 화마 앞에 속수무책이다 .
1,이양은 영천 지역의 사회단체들과 군청이 1 천 4 백여만원의 성금을 모아 수술비를 마련했지만 신장을 기증할 사람이 없어 수술을 못 받고 있던 처지였다 .
1,"자신의 몸을 남에게 내어주는 ` 큰 사랑 ' 으로 이어진 이들 부부들은 "" 아직도 고통받는 신장병 환자들이 많다 "" 며 "" 사랑의 장기기증운동이 확산되어 건강한 삶을 되찾는 사람들이 더 늘어나길 바란다 "" 고 입을 모았다 ."
1,"자신의 몸을 남에게 내어주는 ` 큰 사랑 ' 으로 이어진 이들 부부들은 "" 아직도 고통받는 신장병 환자들이 많다 "" 며 "" 사랑의 장기기증운동이 확산되어 건강한 삶을 되찾는 사람들이 더 늘어나길 바란다 "" 고 입을 모았다 ."
1,"자신의 몸을 남에게 내어주는 ` 큰 사랑 ' 으로 이어진 이들 부부들은 "" 아직도 고통받는 신장병 환자들이 많다 "" 며 "" 사랑의 장기기증운동이 확산되어 건강한 삶을 되찾는 사람들이 더 늘어나길 바란다 "" 고 입을 모았다 ."
1,"자신의 몸을 남에게 내어주는 ` 큰 사랑 ' 으로 이어진 이들 부부들은 "" 아직도 고통받는 신장병 환자들이 많다 "" 며 "" 사랑의 장기기증운동이 확산되어 건강한 삶을 되찾는 사람들이 더 늘어나길 바란다 "" 고 입을 모았다 ."
0,1991 / 09 / 15
0,22
0,""" 학사 징계 강화 "" 한 목소리 /"
0,서강대 학생 지도 교수 세미나
0,""" Q = 2 """
0,Q1 공부 싫은 학생 필요없다 /
0,Q2 학생회 간부 일정 학점 이상돼야
0,정원식 총리 폭행 사건 이후 각 대학이 학사 관리 제도를 강화하고 있는 가운데 박홍 총장을 비롯한 서강대 교수 1 백 40 여 명은 14 일 서울 서초구 양재동 서울 교육 문화 회관 가야금홀에서 학사 관리 및 학생 지도 강화에 관한 세미나를 가졌다 .
0,"오전 10 시부터 오후 4 시 30 분까지 계속된 세미나에서 대부분의 교수들은 88 년 이후 대학 자율화의 바람 속에 학사 관리가 상대적으로 느슨해져 학내 혼란을 초래한다는 데 인식을 같이 하고 학사 징계 제도를 엄격히 적용 , 면학 분위기를 되찾아야 한다고 의견을 모았다 ."
0,"조태근 교무처장은 주제 발표를 통해 "" 80 년대초 대학 정원의 대폭 증원과 80 년대 후반 학생 운동의 격화로 야기된 혼란 속에서 학사 관리가 해이해졌다 "" 고 평가하고 "" 학사 징계 제도를 엄격히 적용함으로써 교육적 차원에서 성적 불량 학생들에게 경각심을 주어야 할 것 "" 이라고 말했다 ."
0,조 처장은 따라서 학점 ( 4.3 점 만점 ) 이 두 학기에 걸쳐 계속 2.0 미만일 경우 제적시킬 수 있도록 학칙을 개정하고 철저한 출석 점검과 면담을 통한 학생 지도에 교수들이 앞장 서야 할 것이라고 말했다 .
0,"전준수 학생처장도 "" 학생 활동에 관한 규제는 현 학칙으로 충분하다고 생각하나 88 년 이후 실제 적용은 거의 되지 않았다 "" 며 "" 앞으로는 학점이 일정 수준 이상이어야 학생회 간부가 될 수 있도록 하고 그동안 학생회 간부들에게 지급하던 봉사 장학금도 내년부터 성적이 우수한 학생에게 주도록 하자 "" 고 말했다 ."
0,"전 학생처장은 또 88 년부터 학생들이 운영해오던 교내 매점 , 자판기 운영 등 수익 사업을 다음달부터 교수 - 직원 - 학생 대표가 참여하는 후생복지위원회에서 관장하도록 조치를 취했다고 밝혔다 ."
0,주제 발표에 이어 있은 토론에서 일부 교수들은 기존 학칙의 개정없이도 학사 관리 및 학생 지도를 개선할 수 있다며 학생들을 자극할 소지가 있는 학칙 개정은 필요가 없다는 의견을 제시하기도 했다 .
0,그러나 대부분의 교수들은 공부를 하지 않은 학생이 학교에 남아 있을 수는 없다며 보다 강화된 학생 징계 제도의 실시에 찬성했다 .
0,"한 교수는 "" 최근의 학생 지도 문제는 우리 학교만의 고민이 아니라 사회 전체의 고민 "" 이라며 "" 사회 정치적 상황이 변한만큼 변질된 학생회 활동을 지적하고 바람직한 방향으로 이끌어 줄 필요가 있다 "" 고 말했다 ."
0,"작년 9 월부터 서강대 교환 교수로 와 있는 중국 하얼빈 과학기술대 이장섭 교수는 한국운동권 대학생에 대한 개인적 견해를 밝히면서 "" 최근 소련 , 동구 사태에서 보여 주는 것처럼 사회주의가 무너져 가고 있는 데도 한국 대학생들은 아직도 사회주의 이상에 집착하고 있는 것 같아 안타깝다 "" 며 "" 대학생이라면 자본주의의 단점만 지적할 것이 아니라 장점도 동시에 파악할 수 있어야 할 것 "" 이라고 말하기도 했다 ."
1,""" 학사 징계 강화 "" 한 목소리 /"
1,""" 학사 징계 강화 "" 한 목소리 /"
1,Q2 학생회 간부 일정 학점 이상돼야
1,그러나 규정에 따른 검사를 하고 있는 아파트단지는 사실상 유명무실하다 .
1,정원식 총리 폭행 사건 이후 각 대학이 학사 관리 제도를 강화하고 있는 가운데 박홍 총장을 비롯한 서강대 교수 1 백 40 여 명은 14 일 서울 서초구 양재동 서울 교육 문화 회관 가야금홀에서 학사 관리 및 학생 지도 강화에 관한 세미나를 가졌다 .
1,"오전 10 시부터 오후 4 시 30 분까지 계속된 세미나에서 대부분의 교수들은 88 년 이후 대학 자율화의 바람 속에 학사 관리가 상대적으로 느슨해져 학내 혼란을 초래한다는 데 인식을 같이 하고 학사 징계 제도를 엄격히 적용 , 면학 분위기를 되찾아야 한다고 의견을 모았다 ."
1,"오전 10 시부터 오후 4 시 30 분까지 계속된 세미나에서 대부분의 교수들은 88 년 이후 대학 자율화의 바람 속에 학사 관리가 상대적으로 느슨해져 학내 혼란을 초래한다는 데 인식을 같이 하고 학사 징계 제도를 엄격히 적용 , 면학 분위기를 되찾아야 한다고 의견을 모았다 ."
1,"오전 10 시부터 오후 4 시 30 분까지 계속된 세미나에서 대부분의 교수들은 88 년 이후 대학 자율화의 바람 속에 학사 관리가 상대적으로 느슨해져 학내 혼란을 초래한다는 데 인식을 같이 하고 학사 징계 제도를 엄격히 적용 , 면학 분위기를 되찾아야 한다고 의견을 모았다 ."
1,"여의도에서 음식점을 경영하는 이모 씨 ( 59 · 여 ) 는 "" 직업소개소를 통해 시골서 갓 올라온 10 대 소녀를 고용 , 식탁 청소와 심부름을 시켰으나 한 달도 못돼 근처 카페로 옮겨 갔다 "" 며 "" 요즘 세태가 어떻게든 쉽고 편한 일만 찾으려는 것 같다 "" 고 말했다 ."
1,"조태근 교무처장은 주제 발표를 통해 "" 80 년대초 대학 정원의 대폭 증원과 80 년대 후반 학생 운동의 격화로 야기된 혼란 속에서 학사 관리가 해이해졌다 "" 고 평가하고 "" 학사 징계 제도를 엄격히 적용함으로써 교육적 차원에서 성적 불량 학생들에게 경각심을 주어야 할 것 "" 이라고 말했다 ."
1,"조태근 교무처장은 주제 발표를 통해 "" 80 년대초 대학 정원의 대폭 증원과 80 년대 후반 학생 운동의 격화로 야기된 혼란 속에서 학사 관리가 해이해졌다 "" 고 평가하고 "" 학사 징계 제도를 엄격히 적용함으로써 교육적 차원에서 성적 불량 학생들에게 경각심을 주어야 할 것 "" 이라고 말했다 ."
0,"조태근 교무처장은 주제 발표를 통해 "" 80 년대초 대학 정원의 대폭 증원과 80 년대 후반 학생 운동의 격화로 야기된 혼란 속에서 학사 관리가 해이해졌다 "" 고 평가하고 "" 학사 징계 제도를 엄격히 적용함으로써 교육적 차원에서 성적 불량 학생들에게 경각심을 주어야 할 것 "" 이라고 말했다 ."
