1,"bubur ayam yang lumayan rekomendasi di sekitaran bandung , tempat nya strategis mudah dicari , harga nya tidak merogoh kantong , tempat nya selalu ramai didatangi pengunjung setiap hari kerja maupun akhir pekan karena rasanya yang enak ."
1,"menu bebek relatif jarang di bandung dan bebek garang ini salah satu yang terenak , rasa bebek nya enak dan meresap ke daging nya , daging nya lembut dan tidak ulet ."
1,"hampir lebih 5 kali saya ke sini . dim sum nya yahud dan harga nya terjangkau banget . tempat nya asyik dan sangat nyaman . pelayan nya ramah walaupun kita cuma berdua dan makan tidak banyak jenis nya . pokok nya rekomendasi banget , bila mencari dim sum atau shabu di bandung ."
1,tempat nya dekat dengan factory outlet jadi habis berbelanja kita bisa mampir makan ke tempat ini . menu nya banyak sekali mulai dari lokal dan luar negri . yang kita mau coba hanya ayam bumbu cabe hijau nya . wow keren banget deh bumbu nya . harga tidak terlalu mahal .
1,"saya tidak sengaja menemuka warung bakso dan batagor di jalan serayu ini saat melewati jalan brantas yang ada di samping jalan serayu . saat itu saya penasaran melihat ada banyak orang dan sepeda motor terparkir di pinggir jalan di sudut jalan serayu . keramaian itu membuat saya penasaran , dan saya pun berbelok menuju pusat keramaian itu untuk menghilangkan rasa penasaran ."
0,makanan di rs selalu tidak enak
1,"walau lokasi cukup sulit untuk dijangkau , dusun bambu merupakan salah satu tempat favorit untuk makan dan menikmati fasilitas yang disediakan . makanan yang dihidangkan tidak terlalu spesial tetapi suasana dan cuaca bisa mengobati kualitas makanan nya ."
1,tidak iri
0,kasihan personil ungu sekarang sepi job gara-gara ditinggal pasha
1,"ulasan singkat : tipe mal : makan malam . buffett . lokasi : akses jalan sangat buruk . hanya terdiri dari 2 jalur sempit , dan jika memakai bus ke lokasi , pengemudi wajib memiliki skill tinggi untuk melewati jalanan menuju lokasi . harga akses per bus 50 ribu menurut saya sangat tidak masuk akal . pemandangan : tidak banyak pemandangan yang tersedia karena terhalang perbukitan sekitar ."
0,"suasana nya asik , romantis , dan ekslusif . pemandangan nya juga sangat bagus . tapi sayang , jalan untuk menuju ke sana nya masih rusak dan jauh ."
1,"kafe dan restorant the jam sibuk lokasi nya di bandung utara . pandangan nya ke kota bandung indah sekali , apa lagi di malam hari , dengan warna lampu yang kedap kedip . makanan dan minuman nya oke oke"
1,bangga deh punya presiden kayak pak jokowi yang orang nya bijak dan menghormati sesama
0,"ri ku molo adalah orang pdip yang di partai nya paling juara soal korupsi , jadi wajar kalau beliau tidak alergi dengan kata maling / mantan maling , ke depan nya jangan pilih partai yang pro koruptor ."
