1,Funker bra. Grei måte å betale/få penger på.
1,Enkelt og greit
0,Får ikke oppdatere til siste versjon
1,Meget god fornøyd 🤟
0,"Vipps ber om oppdatering, på tross av at jeg lastet ned ny oppdatert versjon den 16 des. Får ikke lastet ned, står bare å slurrer på ""venter"", har vært innom alle innstillinger, men fryktelig irriterende og ikke få sendt julepresang i form av penger til barna😡"
1,"D beste så er laget, e jo så good å bruke appen så gir den så mye skryt d e mulig å gi, skam bra alle burde bruke denne"
1,Greit å bruke.
1,Man kan nesten ikke leve uten vipps i 2020. Burde skaffes snarest
1,Blitt meget bra
0,Vipps låser seg i oppdatering. Lurer på om play protect hindrer den i bli fullført..
1,Kan ikke leve uten. 😄
0,Jeg får den ikke til å bli oppdatert og dermed virker den ikke.
1,"Den er like mørk etter oppdatering, ellers grei. Hei, det går greit, - snakk om tilvenning bare! ✋"
1,"Har oppdatert, og no virka den ikkje, ka gjere eg ?"
1,Veldig nyttig og funksjonell.
0,Får ikke lastet ned
1,Greit og enkelt...
0,Funker ofte ikke og må oppdateres
0,"Fikk sendt penger i går,men ikke i dag. Hvorfor?"
1,"Veldig fin og nyttig app, men treig når det gjelder oppdatering av den"
1,Brukervennlig og effektiv.
0,"Merkelig: Fått en Mate Xs og Vipps er ikke tilgjengelig i AppGallery til Huawei. Vipps burde ikke bare være en høyst lokal app. Merk at Google play ikke lenger er den eneste Android appbutikken i Norge og i verden. Synd hvis Vipps skal misbruke sin norske markedsmakt. Tenk på alle som kommer til Norge, når det åpner opp igjen, som har kjøpt Huawei telefoner utenfor Norge.. Synd for oss i turistnæringen, som trodde Vipps var mer enn en liten lokal app."
1,Kjempeflott mulighet til å bidra positivt til rask overføring fra konto til konto
1,Veldig veldig bra. Kunne ikke tenkt meg uten 👍
1,Pålitelig og enkel i bruk
1,"Is not supported on rooted devices. En poengløs sperre utvikleren har lagt inn som man kan omgå hvis man vil og vet hvordan. Allikevel viser det standpunktet til utvikleren, begrensninger overgår brukervennlighet."
0,VIPPS i seg selv er helt ok. Men prøve å få oppdatert viser seg umulig. Nå har jeg prøvd i omtrent 3 døgn og VENTER fremdeles. Nå avinstallere jeg!!
1,Det er kjempefint 😊
0,Tar altfor lang tid å laste deg ferdig
1,Jippi! Mørk modus!
1,2018. Fungerer nesten aldri. Kommer til siden dær jeg skal sende penger så låser den seg. Oppdatering Desember 2020. Er blitt mye bedre. Fungerer som oftest bra.
1,Lett å bruke
1,Utrolig grei betalingsmåte.
1,Noe alle burde oppleve det er en fin app
1,grei å bruke
1,Det beste som har skjedd på år å dag
1,"Etter siste update får jeg ikke brukt biometri. ""Innlogging med biometri feilet, legg til fingeravtrykk i telefonens innstillinger, eller fortsett med personlig kode"" Merkelig, for jeg har lagt til fingeravtrykk og det fungerer på alt annet. Det samme har det gjort på vipps tidligere. Moto g7+"
0,For lang tid for oppdatering
0,Jeg har Vipps på min mobil. Den er installert og jeg får fremdeles beskjed om å installere. Hvordan kommer jeg inn på Vippsen min igjen ?
0,"Fikk beskjed om at den skulle oppdateres. Det funker ikke. Har avinstallert og prøver å legge inn på nytt, men den bare ""spinner ""."
0,Får ikke installert ettrr oppgraderingen.
0,går ikke å få lastet den ned etter oppdatering
1,"Får ikke til å oppdatere appen nå, men den har funket bra hittil... 😊 Appen ber meg oppdatere, men sender meg bare gang på gang inn i en unyttig loop på Google play 🙄"
1,Ka.er vitsen.koffår blåkkere alt?.ingen har vips lenger i funsjon?
0,Får ikke oppdatert vipps 😥
1,Kan ikkje oppdatere
0,"Jeg støtter ikke denne appen. Skulle gått an å gi 0 stjerner men det går ikke... Hvorfor spør du? Appen tvinger oss til å bruke den. Vi er på den gærne veien her, dere støtter noe som bare vil bli verre for oss ikke bedre. Derfor. Kort sagt. Det er ikke frivillig å bruke den noen steder må du bruke den .."
